distribution, operations, algorithm, threshold, iterations, seed, n_server, Global_sys_throughput, Cloud_throughput, Cloudlet_throughput, Global_class1_throughput, Cloud_class1_throughput, Cloudlet_class1_throughput,Global_class2_throughput, Cloud_class2_throughput, Cloudlet_class2_throughput
exponential, true, 1, -1, 400,12345,3,10.200451972527697,9.333413554862842,0.8670384176648541,5.202230505989125,4.7177090372940595,0.48452146869506557,4.998221466538571,4.6157045175687825,0.3825169489697886
exponential, true, 1, -1, 400,12345,3,11.00827964547793,10.182658672067086,0.8256209734108448,5.256453530715713,4.89868444223768,0.3577690884780328,5.751826114762219,5.283974229829407,0.4678518849328121
exponential, true, 1, -1, 400,12345,3,7.551323096072532,6.796190786465279,0.7551323096072532,3.83229647125681,3.379217085492458,0.45307938576435197,3.719026624815722,3.4169737009728207,0.3020529238429013
exponential, true, 1, -1, 400,12345,3,10.568027174268988,9.696164932391795,0.8718622418771914,4.834872432228061,4.4385714131929745,0.396301019035087,5.7331547420409255,5.257593519198821,0.4755612228421044
exponential, true, 1, -1, 400,12345,3,10.233854944217464,9.312807999237892,0.9210469449795716,4.630819362258402,4.093541977686985,0.5372773845714168,5.603035581959061,5.219266021550906,0.38376956040815485
exponential, true, 1, -1, 400,12345,3,10.424949702875145,9.200018112787316,1.2249315900878295,5.186412477180384,4.613040243522251,0.573372233658133,5.23853722569476,4.586977869265064,0.6515593564296965
exponential, true, 1, -1, 400,12345,3,11.73992231105121,10.771378720389485,0.9685435906617248,5.605812903526953,5.106866205307276,0.4989466982196764,6.1341094075242575,5.664512515082209,0.4695968924420484
exponential, true, 1, -1, 400,12345,3,11.184784850373136,10.178154213839553,1.0066306365335822,5.368696728179105,4.865381409912314,0.5033153182667911,5.816088122194031,5.312772803927239,0.5033153182667911
exponential, true, 1, -1, 400,12345,3,8.599924395039,7.847431010473088,0.7524933845659126,4.063464276655928,3.805466544804758,0.25799773185117003,4.536460118383073,4.041964465668331,0.49449565271474255
exponential, true, 1, -1, 400,12345,3,10.798013718892967,9.907177587084298,0.8908361318086698,5.102061482176928,4.670140933421209,0.4319205487557187,5.695952236716041,5.23703665366309,0.45891558305295116
exponential, true, 1, -1, 400,12345,3,10.225117281151928,9.407107898659774,0.8180093824921543,5.214809813387484,4.754679535735647,0.4601302776518368,5.010307467764445,4.652428362924128,0.3578791048403175
exponential, true, 1, -1, 400,12345,3,11.191091104752662,10.379736999658094,0.8113541050945681,5.511612369090686,5.119924180424343,0.3916881886663432,5.679478735661976,5.259812819233751,0.4196659164282248
exponential, true, 1, -1, 400,12345,3,11.913247800313004,11.109103573791876,0.8041442265211278,6.016190139158066,5.569443346646329,0.44674679251173766,5.897057661154937,5.539660227145547,0.3573974340093901
exponential, true, 1, -1, 400,12345,3,11.835487804536353,10.592761585060035,1.2427262194763171,5.000493597416609,4.467896646212473,0.5325969512041359,6.834994207119744,6.124864938847563,0.7101292682721811
exponential, true, 1, -1, 400,12345,3,12.332699603577831,11.222756639255826,1.109942964322005,5.765537064672636,5.303060829538468,0.4624762351341687,6.567162538905195,5.919695809717359,0.6474667291878361
exponential, true, 1, -1, 400,12345,3,11.42706598080184,10.227224052817647,1.1998419279841932,5.627829995544907,5.142179691360829,0.48565030418407823,5.799235985256934,5.085044361456819,0.714191623800115
exponential, true, 1, -1, 400,12345,3,10.338125630232998,9.356003695360863,0.9821219348721348,5.479206584023489,4.936454988436257,0.5427515955872324,4.858919046209509,4.419548706924607,0.43937033928490243
exponential, true, 1, -1, 400,12345,3,10.550535523952782,9.600987326797032,0.9495481971557503,5.80279453817403,5.222515084356627,0.580279453817403,4.747740985778751,4.378472242440404,0.36926874333834736
exponential, true, 1, -1, 600,12345,3,10.583932769593453,9.578459156482074,1.005473613111378,5.591844479935208,5.045007953506213,0.546836526428995,4.992088289658245,4.533451202975862,0.45863708668238296
exponential, true, 1, -1, 600,12345,3,11.002985720470516,10.15942348190111,0.8435622385694063,5.4831545507011406,4.951343574211732,0.5318109764894083,5.519831169769375,5.208079907689378,0.311751262079998
exponential, true, 1, -1, 600,12345,3,11.170716386196961,10.258441214657543,0.9122751715394185,5.380561726018203,4.933733070570325,0.4468286554478785,5.790154660178758,5.324708144087218,0.4654465160915401
exponential, true, 1, -1, 600,12345,3,11.5569256986426,10.497540842933695,1.059384855708905,5.547324335348448,5.104308850233815,0.443015485114633,6.009601363294152,5.39323199269988,0.616369370594272
exponential, true, 1, -1, 600,12345,3,11.498804270050757,10.521405907096442,0.9773983629543143,5.346943985573602,4.8103331196379,0.536610865935702,6.151860284477154,5.711072787458542,0.4407874970186123
exponential, true, 1, -1, 600,12345,3,11.84351975071236,10.659167775641125,1.1843519750712361,5.763846278680015,5.053235093637274,0.7106111850427417,6.079673472032345,5.605932682003851,0.47374079002849445
exponential, true, 1, -1, 600,12345,3,12.116809879208281,11.107075722607592,1.0097341566006903,5.795874058887962,5.291006980587617,0.5048670783003452,6.3209358203203205,5.816068742019976,0.5048670783003452
exponential, true, 1, -1, 600,12345,3,11.140750102122649,10.268058010789709,0.8726920913329409,5.2547204648345165,4.883362128097095,0.37135833673742163,5.886029637288133,5.384695882692614,0.5013337545955192
exponential, true, 1, -1, 600,12345,3,11.461629442394488,10.563801802740253,0.8978276396542348,5.711712005459919,5.1959386805521675,0.515773324907752,5.7499174369345685,5.367863122188085,0.38205431474648294
exponential, true, 1, -1, 600,12345,3,12.338618101208317,11.39265738011568,0.9459607210926376,6.251566504612214,5.716893053559853,0.5346734510523604,6.087051596596103,5.675764326555826,0.4112872700402772
exponential, true, 1, -1, 600,12345,3,12.762363831765786,11.52866866136176,1.233695170404026,5.4452752348867355,4.8284276496847225,0.616847585202013,7.31708859687905,6.700241011677037,0.616847585202013
exponential, true, 1, -1, 600,12345,3,11.555769066172143,10.438711389775502,1.1170576763966404,5.720105687755211,5.161576849556891,0.5585288381983202,5.835663378416933,5.277134540218612,0.5585288381983202
exponential, true, 1, -1, 600,12345,3,11.397158773170146,10.409405012828733,0.9877537603414126,6.154465737511879,5.622598328097272,0.5318674094146068,5.242693035658267,4.786806684731461,0.4558863509268058
exponential, true, 1, -1, 600,12345,3,12.364240758719637,11.436922701815664,0.9273180569039727,6.09969210763502,5.666943681079833,0.4327484265551873,6.264548651084616,5.76997902073583,0.4945696303487855
exponential, true, 1, -1, 600,12345,3,11.94474080352954,11.028977341925607,0.9157634616039313,5.594120276319668,5.136238545517702,0.45788173080196565,6.350620527209872,5.892738796407906,0.45788173080196565
exponential, true, 1, -1, 600,12345,3,10.327649971367475,9.518650723610355,0.8089992477571188,4.819569986638155,4.423676737735735,0.39589324890241984,5.50807998472932,5.094973985874621,0.41310599885469895
exponential, true, 1, -1, 600,12345,3,12.50463714769862,11.337537680580082,1.167099467118538,6.356523883413465,5.793815211767027,0.5627086716464379,6.148113264285155,5.543722468813055,0.6043907954721
exponential, true, 1, -1, 600,12345,3,12.181535801048367,11.26792061596974,0.9136151850786275,5.501993670140179,5.116245036440314,0.38574863369986495,6.679542130908188,6.151675579529425,0.5278665513787626
exponential, true, 1, -1, 600,12345,3,10.325222193810246,9.344326085398272,0.9808961084119733,4.835645727434464,4.457054246994756,0.378591480439709,5.489576466375781,4.8872718384035165,0.6023046279722644
exponential, true, 1, -1, 600,12345,3,11.665245167507278,10.693141403548339,0.9721037639589398,5.852064659032818,5.404896927611706,0.4471677314211123,5.813180508474461,5.288244475936633,0.5249360325378275
exponential, true, 1, -1, 1000,12345,3,10.000864874269315,9.120788765333614,0.8800761089356995,5.2204514643685815,4.760411680152193,0.4600397842163884,4.780413409900732,4.360377085181421,0.4200363247193112
exponential, true, 1, -1, 1000,12345,3,9.677598285949307,8.79693684192792,0.8806614440213869,4.7226679635432625,4.2581432458176955,0.46452471772556675,4.954930322406046,4.538793596110225,0.4161367262958202
exponential, true, 1, -1, 1000,12345,3,11.571747445863062,10.588148912964702,0.9835985328983602,5.346147319988734,4.871705674708349,0.4744416452803855,6.225600125874327,5.716443238256352,0.5091568876179747
exponential, true, 1, -1, 1000,12345,3,11.835615172757487,10.865094728591373,0.9705204441661139,5.728437743614624,5.148492600149507,0.5799451434651168,6.107177429142863,5.716602128441866,0.39057530070099705
exponential, true, 1, -1, 1000,12345,3,11.606888141709963,10.736371531081716,0.8705166106282471,5.4668443147453925,5.060603229785544,0.4062410849598487,6.14004382696457,5.675768301296172,0.46427552566839847
exponential, true, 1, -1, 1000,12345,3,12.101404770738498,11.230103627245326,0.8713011434931718,6.171716433076633,5.723964456559309,0.4477519765173244,5.929688337661864,5.5061391706860165,0.4235491669758474
exponential, true, 1, -1, 1000,12345,3,11.562363637628728,10.406127273865856,1.1562363637628728,5.272437818758701,4.659632545964378,0.6128052727943226,6.289925818870028,5.746494727901478,0.5434310909685502
exponential, true, 1, -1, 1000,12345,3,11.608946195905052,10.564141038273597,1.0448051576314548,6.141132537633772,5.63033890501395,0.5107936326198222,5.467813658271279,4.933802133259647,0.5340115250116324
exponential, true, 1, -1, 1000,12345,3,12.31144003468663,11.511196432432,0.800243602254631,5.774065376268029,5.429345055296804,0.3447203209712256,6.5373746584186,6.081851377135195,0.4555232812834053
exponential, true, 1, -1, 1000,12345,3,12.017927748349432,11.032457672984778,0.9854700753646535,5.780623246956077,5.28788820927375,0.49273503768232674,6.237304501393355,5.744569463711029,0.49273503768232674
exponential, true, 1, -1, 1000,12345,3,11.86852026737142,10.776616402773248,1.0919038645981705,5.530730444595081,4.949172951493882,0.5815574931011995,6.337789822776338,5.8274434512793665,0.5103463714969709
exponential, true, 1, -1, 1000,12345,3,11.917882141426096,10.904862159404878,1.0130199820212182,5.851680131440214,5.351129081500318,0.5005510499398961,6.066202009985884,5.553733077904561,0.5124689320813222
exponential, true, 1, -1, 1000,12345,3,12.055089460623863,10.861635604022101,1.1934538566017625,6.123985445996923,5.497120794044482,0.6268646519524409,5.931104014626942,5.36451480997762,0.5665892046493216
exponential, true, 1, -1, 1000,12345,3,11.763022942991842,10.927848314039421,0.8351746289524207,5.68154008146506,5.258071255517353,0.4234688259477063,6.081482861526782,5.669777058522067,0.41170580300471443
exponential, true, 1, -1, 1000,12345,3,10.443877351139326,9.629254917750458,0.8146224333888674,5.211494798218523,4.835515213577508,0.3759795846410158,5.232382552920802,4.793739704172951,0.4386428487478517
exponential, true, 1, -1, 1000,12345,3,12.126054317765686,11.216600243933259,0.9094540738324264,5.602237094807747,5.2627075739103075,0.3395295208974392,6.5238172229579385,5.9538926700229515,0.5699245529349872
exponential, true, 1, -1, 1000,12345,3,11.242753678961401,10.365818892002412,0.8769347869589893,5.419007273259395,4.924326111385094,0.49468116187430167,5.823746405702006,5.441492780617319,0.3822536250846877
exponential, true, 1, -1, 1000,12345,3,11.143334873799882,10.140434735157893,1.0029001386419893,5.449090753288142,4.880780674724348,0.568310078563794,5.69424412051174,5.259654060433544,0.4345900600781954
exponential, true, 1, -1, 1000,12345,3,10.194442999629352,9.185193142666046,1.0092498569633057,4.811777095825054,4.342832717842104,0.4689443779829502,5.382665903804297,4.842360424823942,0.5403054789803556
exponential, true, 1, -1, 1000,12345,3,11.467527738000861,10.504255408008788,0.9632723299920722,5.573218480668419,5.091582315672382,0.4816361649960361,5.894309257332442,5.412673092336406,0.4816361649960361
exponential, true, 1, -1, 1500,12345,3,10.993231042388716,10.07712845552299,0.9161025868657264,5.584561369533468,5.100859203668365,0.4837021658651035,5.408669672855249,4.976269251854625,0.43240042100062287
exponential, true, 1, -1, 1500,12345,3,11.883292186680764,10.916784422164062,0.9665077645167022,5.624758301695561,5.157348809019451,0.46740949267611004,6.258533884985202,5.7594356131446105,0.4990982718405921
exponential, true, 1, -1, 1500,12345,3,12.011468079165393,11.050550632832161,0.9609174463332314,5.725466451068837,5.18895421019945,0.5365122408693875,6.286001628096555,5.8615964226327115,0.42440520546384386
exponential, true, 1, -1, 1500,12345,3,12.208199030491016,11.003656726149236,1.2045423043417802,6.104099515245508,5.4611343663063145,0.6429651489391935,6.104099515245508,5.542522359842922,0.5615771554025868
exponential, true, 1, -1, 1500,12345,3,12.031054722046203,10.916176984469923,1.1148777375762815,5.7027199382499,5.149291421035775,0.5534285172141253,6.328334783796302,5.766885563434147,0.5614492203621562
exponential, true, 1, -1, 1500,12345,3,12.096572697305286,11.09658935432805,0.999983342977237,5.991835676065219,5.524101531769414,0.4677341442958044,6.104737021240068,5.572487822558635,0.5322491986814326
exponential, true, 1, -1, 1500,12345,3,11.784333660244828,10.865155634745731,0.9191780254990967,5.570061710075722,5.0829759187856025,0.4870857912901196,6.214271950169107,5.78217971596013,0.4320922342089771
exponential, true, 1, -1, 1500,12345,3,11.991420600589693,10.896204185735835,1.0952164148538588,5.827830411886592,5.324190746661825,0.5036396652247671,6.163590188703102,5.572013439074011,0.5915767496290916
exponential, true, 1, -1, 1500,12345,3,11.039020394615171,10.030789865240319,1.0082305293748524,5.445916728010151,4.960199830647084,0.48571689736306756,5.593103666605021,5.070590034593236,0.5225136320117848
exponential, true, 1, -1, 1500,12345,3,10.89085162408424,10.084928603902005,0.8059230201822337,5.445425812042119,4.988010043830581,0.457415768211538,5.445425812042119,5.0969185600714235,0.34850725197069565
exponential, true, 1, -1, 1500,12345,3,11.458663266227036,10.63363951105869,0.8250237551683466,5.332097973217647,4.980698966386685,0.3513990068309624,6.126565293009388,5.652940544672004,0.4736247483373841
exponential, true, 1, -1, 1500,12345,3,11.45949198228526,10.420498042558062,1.0389939397271968,5.615151071319777,5.118573085420749,0.4965779858990279,5.844340910965482,5.301924957137313,0.542415953828169
exponential, true, 1, -1, 1500,12345,3,11.600517996609812,10.595139770236962,1.0053782263728503,5.56824863837271,5.111961597172724,0.456287041199986,6.0322693582371025,5.483178173064238,0.5490911851728645
exponential, true, 1, -1, 1500,12345,3,10.847820472461605,9.943835433089804,0.9039850393718004,5.243113228356442,4.787504768513055,0.4556084598433874,5.604707244105163,5.15633066457675,0.448376579528413
exponential, true, 1, -1, 1500,12345,3,11.870985904256605,10.87382308829905,0.9971628159575548,5.872181027305601,5.413169572341012,0.4590114549645887,5.998804876951005,5.460653515958039,0.5381513609929661
exponential, true, 1, -1, 1500,12345,3,12.383202680876185,11.35952459259042,1.0236780882857646,6.158579466622422,5.67976229629521,0.4788171703272125,6.2246232142537625,5.67976229629521,0.5448609179585522
exponential, true, 1, -1, 1500,12345,3,12.081801338139831,11.139420833764925,0.9423805043749068,5.98451892949193,5.49319234174091,0.4913265877510198,6.097282408647901,5.646228492024014,0.451053916623887
exponential, true, 1, -1, 1500,12345,3,11.387336173962828,10.491532394944418,0.8958037790184091,5.5570200528938605,5.101526605935347,0.4554934469585131,5.830316121068968,5.390005789009072,0.440310332059896
exponential, true, 1, -1, 1500,12345,3,12.334954483976329,11.38927464020481,0.9456798437715186,5.854991728394098,5.37804015501368,0.4769515733804181,6.479962755582232,6.011234485191132,0.46872827039110054
exponential, true, 1, -1, 1500,12345,3,11.828303775428143,10.645473397885329,1.1828303775428144,5.772212242408934,5.157140446086671,0.6150717963222635,6.05609153301921,5.488332951798659,0.5677585812205509
exponential, true, 1, -1, 2000,12345,3,10.782961704515504,9.855626997927171,0.9273347065883334,5.4453956607803295,4.9439879415203585,0.501407719259971,5.337566043735175,4.911639056406813,0.4259269873283624
exponential, true, 1, -1, 2000,12345,3,11.739610426038789,10.800441591955686,0.939168834083103,5.552835731516347,5.059772093622718,0.4930636378936291,6.186774694522441,5.740669498332967,0.446105196189474
exponential, true, 1, -1, 2000,12345,3,12.01298351379404,11.00389289863534,1.0090906151586994,5.892368413515976,5.369803630665936,0.5225647828500407,6.120615100278063,5.634089267969404,0.4865258323086586
exponential, true, 1, -1, 2000,12345,3,11.925360037454091,10.810338873952134,1.1150211635019573,5.873239818446139,5.282934496592162,0.5903053218539774,6.052120219007951,5.527404377359971,0.52471584164798
exponential, true, 1, -1, 2000,12345,3,12.278505498574507,11.394453102677142,0.8840523958973644,5.832290111822891,5.427099430369932,0.40519068145295867,6.446215386751616,5.96735367230721,0.47886171444440573
exponential, true, 1, -1, 2000,12345,3,12.205271144605039,11.112899377162888,1.0923717674421511,5.840222242693511,5.284882405613982,0.5553398370795293,6.3650489019115275,5.828016971548906,0.5370319303626218
exponential, true, 1, -1, 2000,12345,3,12.149146587144369,11.146841993704959,1.0023045934394104,6.019902133930035,5.509637977269971,0.5102641566600634,6.1292444532143335,5.637204016434986,0.4920404367793469
exponential, true, 1, -1, 2000,12345,3,12.274610809659798,11.341740388125654,0.9328704215341447,5.897950494041533,5.529712169751739,0.368238324289794,6.376660315618265,5.812028218373914,0.5646320972443507
exponential, true, 1, -1, 2000,12345,3,11.617286900266631,10.682095304795167,0.9351915954714638,5.640192790079449,5.175501314068784,0.46469147601066524,5.977094110187182,5.506593990726383,0.47050011946079856
exponential, true, 1, -1, 2000,12345,3,11.673466467117398,10.652038151244627,1.0214283158727724,5.591590437749234,5.124651779064538,0.466938658684696,6.081876029368165,5.527386372180088,0.5544896571880765
exponential, true, 1, -1, 2000,12345,3,12.253028769896428,11.229900867610077,1.0231279022863518,6.04074318355894,5.532242489608238,0.5085006939507017,6.212285586337489,5.697658378001839,0.51462720833565
exponential, true, 1, -1, 2000,12345,3,12.423029667249027,11.373283660366484,1.0497460068825428,6.143188170454644,5.646266983764683,0.4969211866899611,6.279841496794383,5.727016676601801,0.5528248201925817
exponential, true, 1, -1, 2000,12345,3,12.270841525303643,11.289174203279352,0.9816673220242915,6.080201975787956,5.552555790199899,0.5276461855880566,6.190639549515688,5.736618413079453,0.4540211364362348
exponential, true, 1, -1, 2000,12345,3,12.40130396273989,11.45260420959029,0.9486997531496016,5.909221338245558,5.487577003512402,0.42164433473315627,6.492082624494333,5.965027206077887,0.5270554184164453
exponential, true, 1, -1, 2000,12345,3,12.033964067037626,10.890737480669051,1.1432265863685744,5.866557482680842,5.258842297295442,0.6077151853854,6.167406584356783,5.631895183373609,0.5355114009831743
exponential, true, 1, -1, 2000,12345,3,12.176548244117509,11.232865755198402,0.943682488919107,5.899537624274934,5.449005339242586,0.4505322850323478,6.277010619842576,5.783860415955817,0.4931502038867591
exponential, true, 1, -1, 2000,12345,3,11.796188235670567,10.781716047402897,1.0144721882676686,5.644476070768365,5.125443788398861,0.5190322823695049,6.1517121649022,5.656272259004036,0.4954399058981638
exponential, true, 1, -1, 2000,12345,3,12.338071740227965,11.36953310862007,0.9685386316078953,5.965457686400222,5.533625175492243,0.4318325109079788,6.3726140538277445,5.835907933127828,0.5367061206999165
exponential, true, 1, -1, 2000,12345,3,10.946539011930243,10.032503004434068,0.9140360074961752,5.571788357072494,5.101087179559493,0.4707011775130004,5.374750654857749,4.931415824874574,0.4433348299831748
exponential, true, 1, -1, 2000,12345,3,11.8500624280117,10.919832527412781,0.9302299005989184,5.545829216309476,5.065901687975002,0.47992752833447383,6.304233211702224,5.853930839437779,0.4503023722644446
exponential, true, 1, -1, 3000,12345,3,12.017698056811383,11.024235017448309,0.9934630393630743,5.896683846542118,5.3879346288037695,0.5087492177383486,6.121014210269264,5.636300388644538,0.48471382162472576
exponential, true, 1, -1, 3000,12345,3,12.236875268294343,11.188582953643794,1.0482923146505487,5.975674089350404,5.384225118049511,0.5914489713008932,6.261201178943939,5.804357835594283,0.4568433433496555
exponential, true, 1, -1, 3000,12345,3,12.249811261092283,11.220827115160532,1.028984145931752,5.937075191209394,5.43483292950461,0.5022422617047837,6.312736069882891,5.785994185655922,0.5267418842269682
exponential, true, 1, -1, 3000,12345,3,12.220393978391048,11.185733954887272,1.0346600235037753,5.857642180308774,5.356606027194742,0.5010361531140329,6.362751798082272,5.82912792769253,0.5336238703897423
exponential, true, 1, -1, 3000,12345,3,11.722389975566294,10.819765947447689,0.9026240281186046,5.822120354531259,5.353224755508608,0.46889559902265177,5.900269621035035,5.466541191939082,0.4337284290959529
exponential, true, 1, -1, 3000,12345,3,11.787437121346374,10.895521045831165,0.8919160755152089,5.630465798296451,5.2414803732920205,0.38898542500443034,6.156971323049922,5.654040672539144,0.5029306505107786
exponential, true, 1, -1, 3000,12345,3,11.642548906129361,10.641289700202236,1.001259205927125,5.607827723118976,5.146006616509178,0.461821106609798,6.034721183010386,5.495283083693058,0.5394380993173271
exponential, true, 1, -1, 3000,12345,3,12.42194786960283,11.374363599266324,1.0475842703365053,6.161286143323003,5.656126929959155,0.5051592133638484,6.260661726279825,5.718236669307169,0.5424250569726569
exponential, true, 1, -1, 3000,12345,3,11.82690438162723,10.91229044278139,0.9146139388458391,5.814894654300055,5.341818479034965,0.4730761752650892,6.012009727327175,5.570471963746425,0.4415377635807499
exponential, true, 1, -1, 3000,12345,3,12.184980257583293,11.120825315087686,1.0641549424956076,5.865037163983425,5.3207747124780385,0.5442624515053871,6.319943093599869,5.800050602609648,0.5198924909902205
exponential, true, 1, -1, 3000,12345,3,12.243819121574907,11.288801230092064,0.9550178914828427,5.9504960930854045,5.472987147343983,0.47750894574142133,6.293323028489501,5.81581408274808,0.47750894574142133
exponential, true, 1, -1, 3000,12345,3,12.266786066497232,11.248642822977962,1.01814324351927,5.867612668474509,5.385119083192285,0.4824935852822244,6.399173398022723,5.863523739785677,0.5356496582370458
exponential, true, 1, -1, 3000,12345,3,11.802859433315483,10.787813522050351,1.0150459112651316,5.7834011223245865,5.260141020780933,0.5232601015436531,6.019458310990896,5.527672501269418,0.49178580972147845
exponential, true, 1, -1, 3000,12345,3,12.2856903186497,11.28235894262664,1.0033313760230587,5.843893361571039,5.360656209037485,0.4832371525335548,6.441796957078658,5.9217027335891546,0.5200942234895038
exponential, true, 1, -1, 3000,12345,3,12.074419406767126,11.080292208943298,0.9941271978238266,5.872192638157745,5.409339894231672,0.4628527439260731,6.20222676860938,5.670952314711626,0.5312744538977535
exponential, true, 1, -1, 3000,12345,3,11.652002583950043,10.715958376372724,0.9360442075773203,5.612381244602605,5.17348914727382,0.43889209732878504,6.03962133934744,5.542469229098905,0.49715211024853523
exponential, true, 1, -1, 3000,12345,3,12.345004751436255,11.312139353899422,1.0328653975368334,6.086087342458074,5.551137136562503,0.5349502058955711,6.258917408978182,5.7610022173369195,0.49791519164126236
exponential, true, 1, -1, 3000,12345,3,11.964286558138594,10.98720315589061,0.9770834022479852,5.866488509007291,5.379940855642988,0.48654765336430283,6.0977980491313035,5.607262300247621,0.49053574888368234
exponential, true, 1, -1, 3000,12345,3,11.707869521454944,10.771239959738548,0.9366295617163954,5.850032137553653,5.409035718912183,0.4409964186414695,5.857837383901289,5.3622042408263635,0.4956331430749259
exponential, true, 1, -1, 3000,12345,3,12.189286363779171,11.234458931949803,0.9548274318293684,5.944308650069642,5.468926481882255,0.47538216818738765,6.244977713709528,5.765532450067548,0.4794452636419807
exponential, true, 1, -1, 5000,12345,3,12.079718090703016,11.118172530683056,0.9615455600199602,5.863495161227244,5.3585629450358585,0.5049322161913861,6.216222929475773,5.7596095856471985,0.45661334382857405
exponential, true, 1, -1, 5000,12345,3,12.25518774473252,11.323793476132849,0.9313942685996716,5.992786807174203,5.539344860619099,0.4534419465551033,6.262400937558318,5.78444861551375,0.47795232204456833
exponential, true, 1, -1, 5000,12345,3,11.916856483106285,10.982574934830753,0.9342815482755328,5.8321095628322155,5.3459018183214795,0.48620774451073645,6.084746920274069,5.636673116509273,0.44807380376479633
exponential, true, 1, -1, 5000,12345,3,12.13843948927721,11.162508954339323,0.9759305349378878,5.804601763772363,5.3749010058519495,0.4297007579204133,6.333837725504849,5.787607948487374,0.5462297770174745
exponential, true, 1, -1, 5000,12345,3,12.22993419255498,11.205065707218873,1.0248684853361074,6.09050722789238,5.586633939159115,0.5038732887332652,6.139426964662601,5.618431768059758,0.5209951966028422
exponential, true, 1, -1, 5000,12345,3,12.215118056781645,11.201263258068769,1.0138547987128765,5.873028761700615,5.372208921372568,0.5008198403280475,6.342089295081031,5.829054336696202,0.5130349583848292
exponential, true, 1, -1, 5000,12345,3,12.28763980190852,11.289883449993548,0.9977563519149719,5.917727328599143,5.438509376324711,0.4792179522744323,6.369912473309377,5.851374073668837,0.5185383996405396
exponential, true, 1, -1, 5000,12345,3,11.835815645326168,10.931559330023248,0.9042563153029192,5.773510871790105,5.326117040396776,0.4473938313933291,6.062304773536063,5.605442289626473,0.45686248390959006
exponential, true, 1, -1, 5000,12345,3,12.207128559348485,11.159756928956385,1.0473716303921001,5.864304559911012,5.349163734706506,0.5151408252045061,6.342823999437473,5.810593194249879,0.532230805187594
exponential, true, 1, -1, 5000,12345,3,11.93208756078249,10.989452643480673,0.9426349173018167,5.772743961906569,5.340802392206243,0.43194156970032616,6.159343598875921,5.6486502512744305,0.5106933476014905
exponential, true, 1, -1, 5000,12345,3,12.054239366829545,11.070613434496254,0.9836259323332909,5.964437638707259,5.434051106566759,0.5303865321405,6.0898017281222865,5.636562327929496,0.4532394001927909
exponential, true, 1, -1, 5000,12345,3,12.328253419694649,11.388840509113917,0.9394129105807324,6.0753632852255235,5.629080511432577,0.44628277379294634,6.252890134469127,5.759759997681341,0.493130136787786
exponential, true, 1, -1, 5000,12345,3,12.222182134118231,11.290851855498422,0.9313302786198092,5.976647063583815,5.541537379609206,0.43510968397460903,6.245535070534416,5.749314475889216,0.4962205946452002
exponential, true, 1, -1, 5000,12345,3,11.766982024962127,10.752668174410392,1.0143138505517353,5.803475534711321,5.28808172201798,0.5153938126933412,5.963506490250805,5.464586452392411,0.49892003785839417
exponential, true, 1, -1, 5000,12345,3,12.371128434312693,11.341850548577877,1.0292778857348162,6.049481804378907,5.544739764258949,0.5047420401199578,6.321646629933786,5.797110784318928,0.5245358456148582
exponential, true, 1, -1, 5000,12345,3,12.34638656076413,11.373491299775916,0.9728952609882134,6.128746288763313,5.6497064902056655,0.4790397985576482,6.217640272000815,5.72378480957025,0.4938554624305652
exponential, true, 1, -1, 5000,12345,3,11.954743119979465,10.912289519917255,1.0424536000622093,5.931943536133811,5.401152941606722,0.5307905945270882,6.0227995838456545,5.511136578310533,0.5116630055351211
exponential, true, 1, -1, 5000,12345,3,12.10891319276825,11.067546658190182,1.0413665345780696,5.99149024778173,5.415105979805961,0.5763842679757687,6.1174229449865205,5.652440678384219,0.4649822666023008
exponential, true, 1, -1, 5000,12345,3,12.23778769074119,11.244079330253005,0.9937083604881846,6.0846280398365185,5.560850726672796,0.5237773131637229,6.153159650904669,5.683228603580208,0.4699310473244616
exponential, true, 1, -1, 5000,12345,3,12.400712692982006,11.46073867085397,0.9399740221280362,6.187955633798022,5.724168979080495,0.46378665471752706,6.212757059183986,5.736569691773476,0.47618736741050904
exponential, true, 1, -1, 1000000,12345,3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,NaN,Infinity,NaN
exponential, true, 1, -1, 1000000,12346,3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
exponential, true, 1, -1, 1000000,12347,3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
exponential, true, 1, -1, 1000000,12348,3,Infinity,Infinity,Infinity,NaN,Infinity,NaN,Infinity,Infinity,Infinity
exponential, true, 4, 14, 5000000,12345,20,Infinity,Infinity,Infinity,NaN,NaN,Infinity,Infinity,Infinity,Infinity
